tau_s,R_V
200.0,0.000381472
622.2222222222222,0.000376703
1044.4444444444443,0.00037265
1466.6666666666667,0.000363471
1888.888888888889,0.000358464
2311.1111111111113,0.000357749
2733.3333333333335,0.000363233
3155.5555555555557,0.000357153
3577.777777777778,0.000364067
4000.0,0.00035906
